비속어,카테고리,text
비욕설,혐오,무슨 음식 돈까스 볶음밥 호구
비욕설,섹슈얼,성남 동네 중탕 수증기 통해 여탕 여탕 건너편 빌라 친구 엄마 누나 여동생 동네 아줌마 알몸 거의
비욕설,혐오,시발 동거 사실혼 여자 결혼 남자 여자도 두고두고 후환
욕설,혐오,불공정 권력자 자식섀끼 고발 파시스트 극우 일베 소리 병신 달창
비욕설,혐오,무언가 아치 아치
비욕설,혐오,졸라 박신혜 스타일 신동엽 극혐 짱개
비욕설,혐오,범죄자 살인 미수 음주운전 살인 미수 따위 악플 때문 면서 실수 쯧쯧 누굴 다른 노처녀 양보
비욕설,혐오,세입 슨상님
비욕설,일반_긍정,여자 금상첨화 여친 자기 취할때 안주 물이 음료 안주 대신 끝장
욕설,혐오,간첩 새끼 박아 백신 타령
비욕설,일반_긍정,얼마나 뚜껑
욕설,혐오,군대 끄럽
비욕설,섹슈얼,자위 여자 피곤 딜도 진동 오르가즘 계속 타도
비욕설,일반_긍정,차예련 명품 저번 백화점 명품 가드
비욕설,혐오,인준 세준 아버님 언제 대요 아주 인준 세준 아버님
비욕설,일반_긍정,이번 세상
비욕설,일반_긍정,부인
비욕설,혐오,음악 보답 화이팅 음악 언제 응원 이수 음악 한남 유승준 부들부들
비욕설,혐오,시청률 실화 케이블 도대체 전현무 뜻밖 해투 전현무 유느님 민폐
비욕설,혐오,쿵쾅 댓글 댓글 논리 생각 이란 말좀 너희 상상력 이유 붙이
비욕설,일반_긍정,사람
욕설,혐오,븅신 개인 개인 성격 문제 거기 인간 지랄 소리 껒여
비욕설,혐오,정도 참고 살좀 돼지 수준 절대
비욕설,혐오,이토 좌파 인척 좀비
욕설,혐오,기사 퉤퉤 엮겹
욕설,혐오,이토 시발 존나 일베 새끼 짱깨 짱깨 조선족 일베
비욕설,혐오,나라 가라 짱깨
비욕설,혐오,낙태 강간 고위 해외 백인 너드 다리 시간 세계 신기록 갱신 등등
비욕설,혐오,이제 작일 짱깨 계속 올림픽
비욕설,일반_긍정,앨범 홍보 때문 터트린거자
욕설,혐오,분리 스크린 등신 가로 본능 기획 결제 상식
비욕설,일반_긍정,신품 컨셉 쪼금
욕설,혐오,새끼 뉴욕 할렘 지랄 햇음 벌집 사지 뒤졋
비욕설,일반_긍정,엄마 붕어빵
비욕설,일반_긍정,준영 민경 영재 호철 는걸 상황 민경 영재 고백 영재 병원 사람 모습 보고 화만
비욕설,일반_긍정,증거 카톡 원본
욕설,혐오,개좆 심보 아주 치가 막상 다큐 출연 무조건 보따리 함부로 촬영 이분 식사 대접 지랄 진짜 잡설임
비욕설,혐오,애기 엄마
비욕설,일반_긍정,실제
비욕설,혐오,중앙 아이 유란 글자 부각 전혀 쓰레기
욕설,혐오,섬나라 숭색휘 여자 팬티 거의 수준
비욕설,혐오,중국 본토 동쪽 화력발전소 난방 해대 편서풍 타고 나라 미세먼지
비욕설,섹슈얼,자지 기차
비욕설,일반_긍정,애비 로서 당신 응원
비욕설,혐오,유틀 예능 화제 프로 퇴물 걸그룹 애가
비욕설,일반_긍정,추징 금은
비욕설,혐오,한국 여자 결혼 분명 남편 사업
비욕설,섹슈얼,게이 커플 끼리
비욕설,혐오,깨문 사람
비욕설,혐오,바로 신랑
욕설,혐오,시작 피디 나부랭이 백종원 좀비 프라 이즈 백종원 프랜차이즈 광고 시간 이면 억이 데이 뇌가앖는 좀비 빙신 오늘 설탕 한스 하쥬
비욕설,섹슈얼,시절 누드 이기
비욕설,일반_긍정,배우 개인 이솜 연기 진짜
비욕설,혐오,삭도 개판 개돼지 조회 인복 스토리 다시 언제 듯또 흑우
비욕설,일반_긍정,절대
비욕설,섹슈얼,건마 힐링 거기 어제 분간 아줌마 맛사지 분간 아가씨 정성 꼭지 신음 여러 시도 좃물 직전 자기 서비스 순간 다음 몸살
비욕설,일반_긍정,변호 변호사 입장
비욕설,혐오,진짜 부모님 그것 느낌 일지 상상 한번 어차피
비욕설,혐오,사람 배떄지 비틀 상상
비욕설,일반_긍정,여러분 승리 지적 보이지
비욕설,일반_긍정,박음질
비욕설,일반_긍정,오늘 홍진영 애교 굿굿
욕설,혐오,비교 자연미 이영애 배우 미모
비욕설,일반_긍정,시대 땐데 무슨 신비 주의 옛날 애니콜 조성모 왁스 때너 신비 주의 지금 노트 트와이스 시대
비욕설,섹슈얼,가능
욕설,혐오,수영장 돼지 수영 반상회 아래 국물 험담 자중
욕설,혐오,지랄
욕설,섹슈얼,시바 정이
비욕설,일반_긍정,손담비 기안 치트키
욕설,혐오,메시 허락 아버지 허락 아치
비욕설,섹슈얼,여자친구 자고 야동 걱정
비욕설,혐오,섹스 보지 처재 경리 유부녀 발정 중생 나무아미타불
비욕설,섹슈얼,왈왈 얼굴
비욕설,혐오,나중 미투
비욕설,일반_긍정,진짜 미모
비욕설,일반_긍정,몽이 사람
비욕설,혐오,인간
비욕설,혐오,악플 잡고
비욕설,혐오,임현주 남자 실실 꼬리 일도 남자 홀림
비욕설,혐오,남편 상태 화류 인간
비욕설,혐오,파시스트 독재자 빠달창 구더기 굴거리 생각 만해
비욕설,섹슈얼,신고 자지 서서
비욕설,일반_긍정,큐브 현아 초대형 갈라고 경쟁 장난
비욕설,혐오,붙이 이해 리얼 고지 리얼
비욕설,혐오,오지랖 정권 이번 제대로 헛발질 저능 집단
비욕설,일반_긍정,아들 귀염 개리 응원
욕설,혐오,진짜 허수아비 정당 쓰레기 새끼 버러지
비욕설,일반_긍정,서로 악플 축하
비욕설,혐오,좌빨 새끼 로남불 인간 이하 새끼
비욕설,혐오,진짜 메인보컬 메인 하니 수준
욕설,혐오,옹호 새끼
비욕설,혐오,그냥 헬쥐팀 처럼 년도 저넘 차이 맥주 차마 헬쥐 유광 점퍼
비욕설,일반_긍정,코앞 줄알 멀리 아이 미래 복지 거구
비욕설,일반_긍정,잘못
비욕설,일반_긍정,
욕설,혐오,냄새 지랄 염병 제사 병신 산송장 씨발 노인 새끼 제사 병신 문화
비욕설,섹슈얼,간만 교복 스타킹 섹스 장도 공략 그동안 아파해 오늘 기도 즐딸
비욕설,혐오,일부러 몸매
욕설,혐오,시발 새끼 여기 지랄 기술
비욕설,일반_긍정,지금 미혼
비욕설,혐오,한국 사람 대마초 가지 호들갑 후진국
비욕설,혐오,페미나치
비욕설,혐오,새끼 정도 친구 이해 친구 그간 집들이 달라 고함
비욕설,일반_긍정,진짜 처음 공감
비욕설,혐오,헛다리집엇 사람 고작 유튜 버들 고집 불만 민노총 전교조 집사
비욕설,섹슈얼,업소 가라
비욕설,섹슈얼,후반 어찌 여자 결혼 생각 가요 길거리 커플 들보 눈물 지경
비욕설,섹슈얼,일단 한번 여친 섹파
비욕설,섹슈얼,일단 남여 남자 팬티 그냥 의자 여자 마스크 팬티 의자 삽입 일절 시간 동안 핑거링 장창 여자 남자 핑거링 소리 남자 아랑곳 계속 핑거링
비욕설,일반_긍정,처음 볼땐 마냥 두번째 볼땐 생각 세번 볼땐 분위기 배우 연기력 카메라 구도 대사 게다 느낌
비욕설,섹슈얼,자지
욕설,혐오,짱깨 새끼 만이
비욕설,일반_긍정,송가 화이팅
비욕설,일반_긍정,하나님 말씀 기도 목사 보고 교회 인간 욕심 하나님 교회
비욕설,혐오,소유진 연예계 이장 동서남북 보기 눈꼴 시리
비욕설,혐오,하연수 임창정 김구라 문제 여성 머리
비욕설,섹슈얼,직상 상사 여자 섹스 섹파 선언
비욕설,일반_긍정,뭐시기 빈티 가구 광고
비욕설,섹슈얼,저녁 감동 고추
비욕설,혐오,노처녀 시기 질투 때문 연예인 개돼지
비욕설,혐오,선택
비욕설,혐오,황희 똘마 집단 광기 시작 쓰레기 집단 광화문 할배 집단 대가리 기생충 집단 주지 우주 기생충 기록
비욕설,혐오,지금 유럽 인도 재확 진자 무척 우한 폐렴 범인 짱꼴라 재확진 국가 진자 숫자 통제 뮬란 영화 내용 공산주의 통제
비욕설,섹슈얼,관계 지금 오르가즘 본적 초반 경험 애무 노력 한편 여자친구 클리 발달 처음 정도 그게 유일 수도 여태 불화 씨앗 디테
비욕설,일반_긍정,현아 혼자 외국 현아 인지도 아이
비욕설,혐오,대가리 정신 유형
비욕설,혐오,백인
비욕설,섹슈얼,크게 가지 계약 삽입 콘돔 삽입 노콘 노콘 컨셉 촬영 시간 추가 비용 가장 계약금 보통 계약 유출 보고 가짜 계약 관련 정보
비욕설,일반_긍정,행동 대장 크게 은퇴
비욕설,혐오,정신 차려 징징
비욕설,섹슈얼,출장 안마
비욕설,일반_긍정,우리나라 남자 가장 경제 책임 요즘 육아 살림
욕설,혐오,진짜 아들내미 인사 전자전 가정교육 존나
비욕설,일반_긍정,입원 기간 동안 계급 복귀 군생활
비욕설,혐오,일반인 사업가 연예인 무크 사업 헬조선
비욕설,일반_긍정,서현
비욕설,혐오,기레기
비욕설,일반_긍정,아버지 소리
비욕설,일반_긍정,윤석열 지지
비욕설,혐오,참고 여기 조온나 씨발 여기 존나 다가 이불 거리 생각 나무 바위 산이 얼른 이대 과거 심정
비욕설,섹슈얼,섹스 취하 섹스 만족 개인 부담 에너지
비욕설,일반_긍정,언니 소두 소두
비욕설,혐오,오연서 배우 라지 안재현 예능인 연기 집중 예능인 이승기
비욕설,일반_긍정,이분 작가 표현 자유 계속
비욕설,섹슈얼,자지
욕설,혐오,병신
비욕설,혐오,대부분
비욕설,혐오,우주 기운 멍충
비욕설,섹슈얼,혼전 유행 재앙 페미 민국 수고
비욕설,일반_긍정,오늘 집사부 하이라이트 승기 사랑
비욕설,혐오,팬티
비욕설,혐오,계집 댓글 누가 소리 여자 여자 종특
비욕설,일반_긍정,설현 그것
비욕설,섹슈얼,팬티 스타킹 성수 여과 저걸 마쉬 기운 고함
비욕설,혐오,말투 늙다리 새끼
비욕설,혐오,김광석 사건 삽질 전력 방송불가 법치 주의 국가 법대 판결 방송 여론 선동 떼법 판결 방송사 피디 법관
비욕설,혐오,소리
비욕설,섹슈얼,자지 별로 여자 마누라 시발 화이자 부작용 도록 생리 여자 여기 저기 질염 발라 금방 기어 모텔 호구 다리 핫바 지지 버릇 가끔 전화 꼬시 그냥 누가 바보 시발 기미 치도 주네 자지
비욕설,일반_긍정,정말 아침 호강
비욕설,섹슈얼,새끼 스너프
비욕설,일반_긍정,피해자 지금 얼마나
욕설,섹슈얼,
비욕설,일반_긍정,사이다 먼지 안나 사람
비욕설,혐오,개돼지 블핑 반응 제니 양사 매일 위스키 눈물 이해
비욕설,일반_긍정,이왕이면 아들
욕설,혐오,아닥 처음 영어 정신승리
비욕설,혐오,독보 쓰레기 방송국 가지가지 경연 프로그램 배출 방송국
비욕설,일반_긍정,사격
비욕설,혐오,새끼 백수 자랑 아버지
비욕설,혐오,짱깨 유학생 지네 식품 카더라 비닐 포장 보고 산다 고함
비욕설,일반_긍정,이수근
욕설,섹슈얼,시발 졸라 금방 쪼매 말티즈 기미 자지 시바 자멸
비욕설,일반_긍정,
비욕설,일반_긍정,기사 설현
비욕설,일반_긍정,오늘 날씨 산책 아침 너희 점심
비욕설,일반_긍정,진짜
비욕설,혐오,여기 화가 돼지 누가
욕설,혐오,남자 성욕 주체 병신 만해 처벌 거지
비욕설,섹슈얼,시오후키 흥분
욕설,혐오,병신 병신 무조건 남자 혐오 연예인 인기 라면 빤쯔흘리는뇬들 얼마나
비욕설,일반_긍정,국산 차살바 외제차
비욕설,일반_긍정,조만간
비욕설,혐오,신화 질투 쿵쾅 쿵쾅 지네 남편
비욕설,혐오,상사 인사 평가 때문 가요
비욕설,일반_긍정,화이팅
비욕설,혐오,삼베 베옷 상대
비욕설,일반_긍정,선생님 마임 공연
비욕설,혐오,윤세아 노잼 드라마
비욕설,혐오,감량 을해 박수 그냥 자고 그냥
비욕설,일반_긍정,잘못 하나
비욕설,혐오,나이 컴퓨터 이후 무언가 적응 씨피유 어쩌
비욕설,일반_긍정,어제 와이프 어제 화해 오늘 처가 조언 주신 형님 동생 모두 주말
비욕설,혐오,불현 대부분 쿵쾅 남자
비욕설,일반_긍정,연기 만족
비욕설,일반_긍정,서로 사이 최고 진자 조금 목숨 제일
비욕설,혐오,개돼지 해당 단고 생각
비욕설,혐오,민폐 난쟁이 자루 사이
비욕설,일반_긍정,강동구 주민 한번 어유
비욕설,섹슈얼,유부 예전 한번 나이트 만난 아줌마 어번 보고
비욕설,혐오,정신병 일감 정이 지배 일본여행 개꿀임
비욕설,섹슈얼,보지 자지 부벼 부벼
비욕설,일반_긍정,가슴 최진실
비욕설,일반_긍정,일부러 접근 사람 일반인
비욕설,일반_긍정,지금 하필 크리스마스 가족 외출 감기 지금
비욕설,혐오,개독 개독
욕설,혐오,네이버 쓰레기 언론사 메인 필터 진짜
욕설,혐오,여기 오십 십대 아들 군대 수술 전화 장관 아들 누군가 아들 지랄 이슈 쯧쯧
비욕설,혐오,저걸 시장 새끼
비욕설,섹슈얼,유륜
비욕설,일반_긍정,연예계 인맥 워낙 복귀
비욕설,혐오,옛날 여자 쪽발이 난쨍 똥짜루 박정희 탄생 사람 쪽빨 후손
욕설,섹슈얼,시벌 마넌 하니 시간 지고 탠가 최고 계기 기도 힘드넹 시불
비욕설,혐오,쿵쾅 시기 질투
비욕설,일반_긍정,강하늘 역할 때문 공효진 보고 상대 배우 여배우
비욕설,일반_긍정,왜욕 사랑 데욕 비난 자격 우리 권리 비난
비욕설,일반_긍정,진짜 몸매 여자 여자 현실 희망 노력 얼굴 별로 몸매 여자 연애
비욕설,일반_긍정,인정 한효주
비욕설,일반_긍정,마이크로 무슨 이제 연예인 복권 당첨
비욕설,일반_긍정,
비욕설,혐오,판사 새끼 무죄
비욕설,혐오,
욕설,섹슈얼,고자
비욕설,일반_긍정,오히려 관심 독일 계속 사람 관심 자꾸 기사 진짜 언론인 라면
비욕설,일반_긍정,이혜원 진짜 나리 이도 성장기 얼굴 요새 안정환 가족 보임
비욕설,일반_긍정,함정 사람
비욕설,섹슈얼,젖통 꼭지 존내
비욕설,일반_긍정,눈치 보지 나답 가끔
비욕설,일반_긍정,김동준 연기 별로
욕설,혐오,작가 악마 아들
비욕설,혐오,돼지 인생 감치 공부 로스쿨 준비 의대 붕어빵 재앙 재앙
욕설,혐오,제주도 여행 폭포 사진 포토 사진 명의 게이 때문 먼저 각자 한장 다음 번갈아 가면 이서 정말 하니 포즈 사진 지랄
비욕설,섹슈얼,감옥 일게이 간다
비욕설,일반_긍정,얼마
비욕설,일반_긍정,아쉬움 소리 함묘 하차 프로 코리아 고은님 프로 문제 없슴묘
비욕설,일반_긍정,정해
비욕설,일반_긍정,방탄소년단 지민
비욕설,혐오,전부 대가리 진짜 일지
욕설,혐오,짱깨 오히려 절대 존나 집단 주의 사고 병신 민족 나타 선지자 유지 이제 회임
비욕설,섹슈얼,진짜 보지
비욕설,일반_긍정,변호사 변론 비용
비욕설,섹슈얼,여친 섹스 좆물 여친 존나 지루
비욕설,혐오,기안 쿵쾅 웹툰 쿵쾅 아줌마 그것 피아 식별 쿵쾅 댓글 줌씨
욕설,혐오,재앙 언제 범죄 명줄
비욕설,혐오,사람 명복 조센징
욕설,혐오,공직자 공직자 전문가 전문성 인력 배치 사단 아마추어 정부 수준 동네 바보 병신 집단
욕설,섹슈얼,존나 추천
욕설,섹슈얼,기생충 구더기 곱등이 연가시 시구 바퀴벌레 시궁창 새끼 애비 창자 돌림빵 당한 유사 인류
비욕설,혐오,기자 악플러 진짜 잘못 설리 최자 연애 방관 최자 노래 호응 최자 성기 크기 방송 찬양 남자 제일 잘못
비욕설,혐오,전라도 광주 토착 왜구 원숭이
비욕설,섹슈얼,
욕설,혐오,요즘 대한민국 여자 다이어트 말로 존나 뚱뚱
욕설,혐오,
비욕설,섹슈얼,그냥 아예 모텔 약속 서로 목적 섹스 온몸 성감대 존나 섹스
욕설,혐오,상사 자기 부하 부하 직원 직장 진상 부리고 뒷담화 일감 상사 새끼 경제 살인 행위 상사 새끼 근처
비욕설,일반_긍정,중환자실
비욕설,일반_긍정,신혼 생활 얼굴 이드 얼굴 연기
비욕설,일반_긍정,차예련
비욕설,혐오,아이유 나이 남자 대한 뭔가
비욕설,일반_긍정,아침 보신 모든 오늘 한주 시작 월요일 넝꿀째 가족 모두 만수무강
비욕설,일반_긍정,여자친구 로맨틱 성공
비욕설,혐오,오늘 여자 일게이
비욕설,섹슈얼,여장남자 자지
비욕설,혐오,유럽 상상 이상 정도
비욕설,일반_긍정,한번 그냥 역도 요정 복주 구정 주행
비욕설,일반_긍정,
비욕설,일반_긍정,피해자 주장 입장 기분 막판 사례 근래
욕설,혐오,망상 아이즈 국내 생각
비욕설,혐오,개돼지 네티즌 무었 진실인 편이 음식 이념 붙이 비판 진짜 부류
비욕설,일반_긍정,케미
비욕설,혐오,바퀴벌레 스물 스물
비욕설,혐오,좌파 조국 잘못 절대 인정 우파 잘못 인정 좌파
비욕설,섹슈얼,노콘 싱하 기분
비욕설,일반_긍정,손승연 실력 소향
비욕설,일반_긍정,문제 국민 접종 아이 문제
비욕설,일반_긍정,후기
비욕설,일반_긍정,우리 동맹국 잠비아 의료 파견
비욕설,혐오,일진 가해자 바지 학창시절 빵셔틀 동질감 광희 매니저 폄훼하
비욕설,일반_긍정,불평 불만 가요
비욕설,혐오,개독 지옥
비욕설,일반_긍정,
욕설,섹슈얼,새끼 부역 원숭이 보기
비욕설,일반_긍정,누가 앵두 거짓말
비욕설,혐오,역시 여자 최고 나이 보지 말그라잉
비욕설,혐오,새끼 명령 여자 자본 적도 패배 새끼
비욕설,일반_긍정,복싱 태권도 운동 하나 에너지 폭발
비욕설,섹슈얼,알콩달콩 연애 보지 틀때 자고 다시 퇴실 자지 여자
비욕설,일반_긍정,일본사람 국민성 한국 선진국
비욕설,혐오,애기 진짜
비욕설,일반_긍정,연기 배우 생각 항상 응원
비욕설,일반_긍정,민아 노래 누가
비욕설,섹슈얼,나이 점점 오줌 상태 조금 불알 입안 먹음 보지
비욕설,일반_긍정,정글 법칙 연예 고생 상황 방법 체험 프로그램 하루아침 무슨 대역 죄인 취급 태국 선처
비욕설,혐오,부끄러움 수준
욕설,섹슈얼,어제 케겔 운동 시발 따리 치면 항상 정액 자유낙하 운동 케겔운동 전방 발사 전방 발사 처음 금방 오줌 눴는데 오줌 발도 케겔 운동 메모
비욕설,혐오,전형 좌빨 보지 논리
비욕설,일반_긍정,전현무
비욕설,혐오,해외여행 육아 쓰레기 프로 폐지 쓰레기 수신료
비욕설,혐오,갑자기 아이폰 주진모 사건 도용 당한 계정 비번 도용
욕설,혐오,브라 대해 비난 댓글 사람 대부분 여성 청렴 최자 악질 새끼
비욕설,혐오,벌레
비욕설,섹슈얼,똥꼬 똥까루 마누라 섹스 도중 방구 다음 똥꼬 달라 냄새 낄낄 무드 섹스 잡고 낄낄
욕설,혐오,
비욕설,혐오,
비욕설,일반_긍정,트림 마다 때문 장복 지용성 복용 하래 그냥 고딩
비욕설,혐오,종북 지금 처음 말했는뎨 빨갱
비욕설,혐오,현역 남자 군부
욕설,혐오,모자 리크
비욕설,혐오,새끼
비욕설,혐오,사람 색끼
욕설,섹슈얼,초대
비욕설,일반_긍정,재야 하차 화이
욕설,혐오,그냥 허세 남충 싸개 콜라보 부모 힙합
비욕설,일반_긍정,위대 한쇼
욕설,혐오,실업자 런가 악플 종이 드글 지원 밥맛 쓰레기
비욕설,혐오,아이큐 자릿수 예상
비욕설,일반_긍정,남자친구 봣어 마지막 낫다
비욕설,일반_긍정,염정아 연기력 엄지
비욕설,혐오,오크 심통 난리 면상 견적 이안 나오니
비욕설,일반_긍정,연극 악화
욕설,혐오,만원 새끼
비욕설,일반_긍정,여자 친구 시간 할애
비욕설,섹슈얼,시작 오징어 냄새 성별 특징 적뽀 시전 생각 기분 아나운서 물어
비욕설,일반_긍정,
비욕설,일반_긍정,때문 진창 수가
욕설,혐오,한솥 진중권 진영 잠시 이탈 좌파 새끼 소리 저격 주목 우파 무슨 아가리 상황 절대
비욕설,혐오,지란
비욕설,혐오,면상 거지
비욕설,일반_긍정,궁굼 사건 대해 승리 잘못 직접 마약 성관계 폭행 자기 하진 거기 햇던 사람 잘못
욕설,혐오,나이 후반 여자 간질 병신
욕설,혐오,정신병 깨문
욕설,혐오,장윤정 노래 감정이입 눈물 아주 감정 무슨 기계 노래 결정 노래 무슨 수로 투표 조작
비욕설,일반_긍정,지민 사랑
비욕설,혐오,새끼 정말 나이 애비 김지미 간통 깜방
비욕설,혐오,좌빨 라인 운지 고요
비욕설,일반_긍정,김남길 김아중
비욕설,일반_긍정,앵무새 주기
비욕설,혐오,한효주 보고 동생 관리 쿵쾅 남편 관리 박혜미 보고 박해미 피해자
비욕설,일반_긍정,세계관 이론 부분 오히려 몰입도
비욕설,일반_긍정,톡방 그냥 초대 톡방 자기 의도 초대 멤버
비욕설,일반_긍정,마이웨이 혼자 권상우
비욕설,섹슈얼,섹스 안해 봣다
비욕설,혐오,브라 상관 한남
비욕설,일반_긍정,신혼부부 튜브 빛과 소금 자체
욕설,혐오,갈라고 씨발 새끼 근성 얼마나 씨발 노력 진짜 새끼 글러먹었
비욕설,섹슈얼,고추
비욕설,섹슈얼,질염 냄새
비욕설,혐오,결제
비욕설,섹슈얼,대체
비욕설,섹슈얼,팬티 보지 볼라 대면 악취 발기 즉시 경우 악취 매우 경우 특유 냄새 정도 정도 악취 여자 나본 산부인과 그냥
비욕설,일반_긍정,엄마
비욕설,혐오,저런 대가 리빈 데리 순간 그게
비욕설,일반_긍정,상황 의지 존재 거지
비욕설,혐오,이름 얼굴 정신승리 한류 인척 문재인 탄핵 위기 거래 해외 프로 한류 라면 영어 연설 개쇼 쓰레기 개돼지 선동 언플 계속 탄핵 구속
비욕설,혐오,
비욕설,일반_긍정,정우성 드라마 하나 정우 성표 로맨스 보고 아저씨 대표 주자 비트 정말 인간 뭔가 우수 느낌 그냥 정우성
욕설,혐오,
비욕설,섹슈얼,일사천리 보지 보지 안함
비욕설,혐오,제동 성공회대 방과 세탁
욕설,혐오,회사 생활 거지 주니 라이 상사 새끼 문제 잘못 해결 해결 된거 지랄 보기
비욕설,혐오,쓰레기 쓰레기통 자동 분리
비욕설,일반_긍정,한국 중년 남자배우 스타일 얼굴 부분 짱짱 이정재 정우성 장동건 원빈
비욕설,혐오,초딩 근육
비욕설,혐오,이번 대통령 연예인 재앙
비욕설,혐오,항상 현빈 배역 비슷비슷 인생 아지 남충 실장 이혼 바람둥이 귀신 캐스팅 이번 캐릭 남충
비욕설,섹슈얼,여자도 피부 남자 섹스
비욕설,혐오,삐쪅 아프리카 기아 짱깨 조온나 대자
비욕설,혐오,그냥 남자 권태기 여자 여러분 결혼 한번 사람
욕설,혐오,가지 새끼 새끼 하나 가지 거지 병신
비욕설,혐오,살인마 미투 고개 사죄
비욕설,혐오,사람 종특
욕설,혐오,막상 영남 공대 금오공대 소수 취업 거의 좆소 따리 존나 치면 서성 인문 상경 취업
욕설,혐오,븅신 뚜벅 새끼 입좀
비욕설,일반_긍정,엄마 형도 평생 충격 안고 어찌
비욕설,혐오,군대 얘기 쓰레기
욕설,혐오,싸가지 존나 라떼 부모 예의범절 하나 인정 요즘 노무 새끼 쓰레기 새끼 쪽수 골로 간다 시발 지금 전부 병신
비욕설,섹슈얼,아이유 레즈 전향
비욕설,혐오,재혼 자랑 기사 사람 기자 안티
비욕설,혐오,오크 김치 남피 헤니 감히 면상 감히
비욕설,일반_긍정,진짜 대한민국
비욕설,섹슈얼,여자 수석 감흥 주차장 겁결 엉덩이 팬티 라인 허벅지 항문 삼각형 하나 그거 자국 순간 자국 만하
비욕설,혐오,인터넷 댓글 해명 하라 방송 화가 인기 열등감 소리
비욕설,혐오,구라
욕설,혐오,뭔가 착각 병원 사람 부자 가난뱅이 인지 치료 복지 개념 그게 자본주의 사회주의 척도 자본주의 병신 설국열차 생각 병신 좌파 마인드
비욕설,섹슈얼,여자 대충
비욕설,일반_긍정,오창석
욕설,혐오,경찰 주사 인간 씨발 할배 백신 염병 하루 박년
비욕설,혐오,꼴값 사람 망정
비욕설,혐오,진짜 일베 허세 망상
비욕설,섹슈얼,오피 매니저 어잌후 호구 호갱 원샷 만원 만원 오피 어머 새끼 대충 시간 떼워야겟 오빠
비욕설,일반_긍정,아무 관심 자꾸 신비 주의 가수 마스크
비욕설,혐오,면허증
비욕설,섹슈얼,몸매 진짜 개미 허리 꽈악 잡고 치기
비욕설,일반_긍정,오늘 완전 잼남 폐인 양상 이병헌 눈빛 가마니
비욕설,혐오,여자 얼굴 부담 성형 런가 이번 시즌 이필모 부인 처럼 얼굴
비욕설,일반_긍정,쓰레기 분리수거 유의
비욕설,섹슈얼,힘빡 짤릴뻔
욕설,혐오,진짜 몇번 기분 진심 씨발 소리 최소한 얼굴 골빈 지랄
비욕설,일반_긍정,윤진이 배우 김예원 써니 반대 패거리 리더
욕설,혐오,새끼
비욕설,일반_긍정,우리 할머니 틀니 어디가
비욕설,일반_긍정,습관 몸매 치명
비욕설,혐오,노잼
비욕설,일반_긍정,엑소
비욕설,혐오,남태현 성격 싸가지 어른 공경 여자 가지 거의
비욕설,섹슈얼,다리 상체 별로 아래 하체 별로 상체 개미 허리 번갈아 딸침
비욕설,혐오,현재 모든 조선인 양반 노비 양쪽 전부 굳이 양반 노비 필요 노비 구가 압도 노비 노비 종족 무방 후손 지랄 육갑
비욕설,섹슈얼,똥구멍 타이 트해
비욕설,일반_긍정,에릭 결혼
비욕설,혐오,급식 영화 까페 성인 남자 얘기 영상 볼거리 스토리 중간 토르 쎗다면 결론
욕설,혐오,대응
욕설,혐오,얘기 병신 새끼 국민 접종 률좀
비욕설,혐오,쿵쾅 오오
비욕설,일반_긍정,원래 몸매
비욕설,섹슈얼,함몰 유두 관상
비욕설,혐오,엄마 아부지
비욕설,일반_긍정,국민 생각
비욕설,섹슈얼,아무나
욕설,혐오,그냥 신아
비욕설,혐오,짱깨 자작 병주 패권 신의한수
비욕설,혐오,장관 임명 대통령 저딴 종이 조가 리가 틀니
비욕설,일반_긍정,지연 반드시 솔로 능력 노래 반드시
비욕설,일반_긍정,동시 발생 행렬
욕설,섹슈얼,가끔 여자 하나 남자 야동 남자 키스 다음 키스 우웨 보지 그대로 우웨 그르려 실제 하라 일도 자지 시벌
비욕설,섹슈얼,여친 포푸세스 역시 능력 차카 자지 리드
욕설,혐오,시발 효자 통닭 조림 생각 안동찜닭 국물 린건데 조오오 간도 대가리 존나 생활의달인 거지 생각 다가 지인 안동 사람 거기 갔다왓다 거기 어디 인지도 안동 사람
비욕설,혐오,친일 앞잡이 매국
비욕설,일반_긍정,쌍방 입장 다른 이해관계 소속사 입장 다른 얘기 어쨌든 서로 욕심 해결
비욕설,일반_긍정,지병 치통 여러분 치과 자주 예수님
비욕설,일반_긍정,피어싱 얘기
욕설,혐오,마스크
비욕설,일반_긍정,금요일 추미애 공항
욕설,혐오,종교 새끼 이노 좆쥐폰 브랜드 갤럭시 예전 싸이언
비욕설,섹슈얼,여친 모텔 섹스 콘돔 모텔 일반 콘돔 사용 차라리 노콘 싸구려 냄새 사실 모텔 싸구려 콘돔 느낌
비욕설,섹슈얼,브라
비욕설,섹슈얼,지난 섹파 요가 강사 런닝 체력 모텔 실시간 시간 시간 시간 이번 섹파 지난 섹파
비욕설,일반_긍정,나혼 산보 서혜진 호감
비욕설,혐오,정상 본성 마음 깨달 본성 스르 반대 인생 본성 좃같아짐 감사
비욕설,섹슈얼,진짜 그것 몸매 키도 여자
비욕설,섹슈얼,자동 가슴 가지 여자 어제 연락 오프 처음 여자 키스 자동 가슴 지게 철컹철컹 걱정 마음 밥값 그녀 어제 이야기 빠구리 하자 참고 그녀
비욕설,혐오,짝짓기 프로
비욕설,혐오,당직 사병 너희 테러 친문 잠자코 인간 모두
비욕설,혐오,좌빨
